Name;Position;Age;ca;pa;Nationality;Club;Corners;Crossing;Dribbling;Finishing;First Touch;Free Kick Taking;Heading;Long Shots;Long Throws;Marking;Passing;Penalty Taking;Tackling;Technique;Aggressiion;Anticipation;Bravery;Composure;Concentration;Vision;Decision;Determination;Flair;Leadership;Off The Ball;Position;Teamwork;Work Rate;Acceleration;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Stability;Foul;Contest performance;Injury;diversity;Aerial Reach;Command Of Area;Communication;Eccentricity;Handling;Kicking;One On Ones;Reflexes;Rushing Out;Punching;Throwing;Adaptation;Ambition;Argue;Loyal;Resistant to stress;Professional;Sportsmanship;Emotional control;GK;DL;DC;DR;WBL;WBR;DM;ML;MC;MR;AML;AMC;AMR;ST;Height;Weight;Left Foot;Right Foot;Values;Current reputation;Domestic reputation;World reputation;Race;RCA;Colour of skin;Date of birth;Number of national team appearances;Goals scored for the national team;Salary;Rental club;UID
Ousmane Camara;D/DM C;19;110;-75;France;Angers SCO;7;8;11;5;10;5;14;5;7;13;14;8;13;12;8;11;12;12;11;8;12;15;8;10;11;12;12;12;11;8;12;18;14;11;12;14;11;13;13;7;8;3;1;3;2;2;1;1;2;2;1;3;14;10;7;10;11;11;8;19;1;1;20;1;1;1;17;1;14;1;1;1;1;1;197;90;6;20;18912001;5500;5500;2250;African_Caribbean;110;16;06/03/2003;0;0;3288;;2000066137
Felipe Amaral;DM/M C;19;110;-75;Brazil;PON;11;9;10;7;12;10;9;9;9;11;13;8;13;11;13;12;11;12;13;12;12;14;9;1;10;13;12;11;12;13;11;9;13;12;13;9;12;8;10;14;17;2;1;1;1;2;2;2;4;2;1;1;15;11;1;13;12;13;8;18;1;1;1;1;1;1;17;1;20;1;1;1;1;1;174;72;10;20;3871499;5417;5417;2096;Mediterranean_Hispanic;106;1;08/07/2003;0;0;1487;;19408947
Samuele Mulattieri;S;21;110;135;Italy;FC Internazionale Milano;5;8;12;13;12;8;10;11;3;4;12;11;5;14;9;12;8;13;12;13;13;14;15;9;12;8;12;11;12;13;11;12;14;12;12;12;14;8;13;6;13;3;2;1;2;1;2;1;3;2;1;2;12;13;7;12;13;14;13;10;1;1;1;1;1;1;1;1;1;1;10;12;10;20;183;77;10;20;335066;5498;5498;2752;Mediterranean_Hispanic;110;2;07/10/2000;0;0;1249;Frosinone;43390644
Juli†n Malatini;D/WB RC;21;110;135;Argentina;Club AtlÇtico Talleres de C¢rdoba;6;9;13;11;10;5;12;11;12;12;11;1;12;10;10;12;14;9;11;11;12;18;9;10;11;13;15;10;13;10;9;12;13;12;13;12;10;7;15;10;11;3;3;3;3;4;1;2;1;3;2;3;10;10;1;13;12;15;11;9;1;1;19;20;1;16;1;1;1;1;1;1;1;1;191;78;8;20;3140128;4996;4996;2134;Native_American;104;7;31/05/2001;0;0;1664;;14247879
Benjamin Nygren;AM/S RLC;21;110;135;Sweden;Football Club Nordsjëlland;9;11;11;12;12;10;10;10;5;6;12;10;6;12;9;11;10;11;11;12;12;12;13;5;13;8;8;10;13;13;11;11;11;13;12;8;11;10;12;8;10;3;3;3;1;2;3;3;1;3;1;1;12;14;7;15;12;13;11;11;1;1;1;1;1;1;1;1;15;1;15;20;17;17;182;69;20;10;1646861;5499;5749;4999;Northern_European;103;4;08/07/2001;0;0;4705;;93104332
James McAtee;M/AM C;19;110;-8;England;Manchester City;7;11;13;11;12;11;6;11;2;8;14;7;5;15;8;11;12;13;12;13;12;13;14;7;7;5;12;12;14;15;13;8;12;12;10;7;10;4;5;8;17;3;1;4;2;1;2;3;4;4;1;4;18;13;6;10;12;13;14;12;1;1;1;1;1;1;1;1;18;1;1;20;13;13;177;0;20;8;56975140;5498;5498;3998;Northern_European;105;4;18/10/2002;0;0;11599;Sheffield United;28126249
Mat°as Gonz†lez;M/AM RC;20;110;-75;Argentina;Club AtlÇtico Banfield;10;11;13;10;13;11;7;9;7;7;12;9;6;13;7;10;8;10;10;11;10;12;13;8;11;8;11;8;14;14;11;7;13;13;14;10;12;8;8;8;11;2;2;2;1;3;3;3;2;1;2;2;11;9;1;10;13;10;9;10;1;1;1;1;1;1;1;1;16;1;1;20;16;1;173;63;20;12;3502245;4989;4989;2057;Mediterranean_Hispanic;107;12;28/02/2002;0;0;144;;14244919
Simone Canestrelli;D C;21;110;138;Italy;Empoli Football Club;2;3;5;4;10;1;13;5;3;12;11;2;13;9;14;12;11;11;12;12;14;14;2;12;8;14;10;12;11;12;11;14;14;11;12;12;12;11;12;13;12;1;1;3;3;3;3;2;1;3;2;3;12;12;8;13;12;13;13;12;1;1;20;1;1;1;10;1;1;1;1;1;1;1;192;85;8;20;2792000;5500;5600;2000;Mediterranean_Hispanic;108;1;11/09/2000;0;0;4381;Pisa;43317665
Simone Ghidotti;GK;22;110;140;Italy;Como 1907;3;1;2;1;7;4;6;3;3;1;8;1;1;6;11;12;11;12;12;10;12;13;8;11;9;13;12;10;11;12;11;13;12;10;14;11;13;9;12;11;8;12;12;12;10;13;12;13;12;11;10;10;12;12;8;13;12;13;13;12;20;1;1;1;1;1;1;1;1;1;1;1;1;1;193;73;8;20;2415000;5234;5234;2734;Northern_European;110;2;19/03/2000;0;0;2770;;43316795
Alexandr Kovalenko;M C;18;110;-8;Russia,Armenia;FC Sochi;7;6;12;11;14;9;8;13;7;7;14;3;12;14;11;10;9;11;8;14;12;5;14;5;12;9;10;13;14;12;10;8;5;13;8;6;19;5;10;5;12;2;3;2;1;4;2;3;1;3;1;2;9;14;3;11;14;13;12;20;1;1;1;1;1;1;13;1;20;1;1;15;1;10;177;67;15;20;17454238;5500;5500;2750;Mediterranean_Hispanic;108;3;08/08/2003;0;0;19303;Krylja Sovetov Samara;2000088746
Eom Ji-Sung;M/AM RL;20;110;-75;South Korea;Gwangju FC;9;12;14;11;12;10;11;12;13;9;11;12;7;13;13;10;11;10;11;11;10;12;14;7;11;6;9;10;14;13;12;13;9;13;9;8;11;12;9;10;13;2;1;1;1;2;2;3;2;1;2;3;10;13;8;12;11;12;8;9;1;1;1;1;1;1;1;14;1;16;18;13;20;1;174;64;13;20;779804;5500;5500;2050;10;109;7;09/05/2002;1;1;2384;;2000083123
Lee Han-Bum;D C;20;110;-75;South Korea;FC Seoul;3;10;12;8;10;8;11;8;3;13;14;12;11;12;10;11;12;13;11;13;12;11;13;6;11;12;11;14;13;10;10;13;13;12;11;13;17;2;15;3;10;3;4;1;2;3;2;3;2;3;3;2;11;13;1;10;10;13;11;1;1;12;20;10;1;1;12;1;1;1;1;1;1;10;188;72;10;20;1294769;5500;5500;1400;10;108;7;17/06/2002;0;0;2186;;2000082779
Mathias Olesen;DM/M C;21;110;138;Luxembourg,Denmark;1. FC Kîln;8;9;11;10;11;11;12;11;10;11;11;10;11;10;11;11;12;12;12;11;11;14;10;12;11;12;14;14;11;11;11;14;13;13;14;12;11;7;11;14;15;4;2;1;3;3;2;3;3;2;2;3;14;14;7;15;14;18;15;15;1;1;1;1;7;7;16;9;20;9;7;14;7;1;188;0;12;20;3100000;5746;4567;3299;Northern_European;110;4;21/03/2001;6;0;3999;;91193053
Ilija Vukoti?;DM/M C;23;110;138;Montenegro;Boavista Futebol Clube - SAD;10;10;12;8;13;10;10;9;8;11;14;12;11;14;13;12;11;13;10;14;11;12;12;12;11;13;14;13;10;12;13;14;13;13;12;12;14;10;10;10;13;1;3;3;1;2;3;3;2;1;3;2;13;13;7;10;12;12;11;12;1;1;1;1;1;1;20;1;16;1;1;1;1;1;191;76;20;7;466479;5449;5899;3449;Northern_European;111;4;07/01/1999;3;1;2768;;62178166
Christian Pastina;D LC;21;110;140;Italy;Benevento;5;13;9;9;13;5;13;8;10;13;13;6;13;12;14;14;9;8;12;13;12;13;10;8;12;12;11;10;13;13;11;13;10;13;12;12;10;9;11;12;8;1;1;3;2;1;2;1;1;1;3;2;15;14;9;16;10;14;13;12;1;20;18;1;1;1;1;1;1;1;1;1;1;1;185;78;20;5;2001000;5490;5490;1740;Mediterranean_Hispanic;110;2;15/02/2001;0;0;958;;43390700
Sebasti†n Pereira;D C;23;110;135;Chile;Everton de Vi§a del Mar;4;6;9;9;9;4;15;5;6;14;8;5;14;7;12;13;13;11;11;7;11;15;8;10;6;14;12;12;10;9;10;13;13;12;11;13;13;11;10;5;6;1;2;3;2;3;1;3;1;1;1;3;19;13;1;12;12;12;13;16;1;1;20;1;1;1;1;1;1;1;1;1;1;1;186;90;11;20;519549;5342;5342;2661;Native_American;107;11;14/01/1999;0;0;1465;Uni¢n La Calera;75045043
Tom Rothe;D/WB/M L;17;110;-8;Germany;Borussia Dortmund;8;14;10;10;14;10;14;7;9;13;12;7;14;12;5;12;11;8;8;11;14;15;7;2;9;8;10;8;11;11;14;15;10;13;14;13;9;6;13;11;14;2;1;1;2;2;2;4;3;2;3;2;17;10;6;11;9;10;12;16;1;20;14;1;18;1;10;16;1;1;1;1;1;1;192;0;20;7;21000000;5500;5500;3510;Northern_European;107;0;29/10/2004;0;0;4424;;2000146948
Tim Lemperle;AM/S RL;20;110;-75;Germany;1. FC Kîln;10;10;13;11;13;11;11;11;6;5;12;11;5;13;10;10;9;8;10;13;7;13;14;7;11;5;7;9;13;12;10;13;12;14;12;9;9;8;10;10;12;2;3;2;1;3;1;2;1;3;1;3;7;13;7;13;13;13;13;13;1;1;1;1;7;7;1;13;7;13;18;13;20;16;187;78;10;20;26400001;5500;5500;3250;Northern_European;99;4;05/02/2002;0;0;3817;;91190494
Matheus Donelli;GK;20;110;-8;Brazil;COR;4;2;3;2;11;6;3;3;3;3;11;3;1;10;12;10;11;12;13;10;13;13;1;13;3;12;12;11;12;13;12;14;12;11;8;9;19;5;13;5;13;10;10;10;5;13;10;16;14;12;13;11;16;13;4;10;13;11;10;12;20;1;1;1;1;1;1;1;1;1;1;1;1;1;189;0;5;20;8355331;5217;5217;1832;Mediterranean_Hispanic;111;4;17/05/2002;0;0;1606;;19358101
Iker Losada;M/AM C;20;110;-75;Spain;Vigo;7;6;14;14;14;9;10;8;7;10;12;4;10;11;10;14;7;9;10;14;14;5;10;8;13;11;10;11;14;14;10;9;10;14;9;8;14;5;15;8;18;3;1;4;1;1;1;1;3;1;3;1;8;12;5;11;12;9;10;17;1;1;1;1;1;1;1;1;16;1;1;20;1;14;175;70;5;20;51000000;5150;5150;2650;Mediterranean_Hispanic;106;2;01/08/2001;0;0;1587;;67278254
Nicol†s Demartini;D C;22;110;135;Argentina;Club AtlÇtico Temperley;5;6;7;6;12;7;14;6;6;13;12;7;13;12;13;12;13;9;12;9;11;11;8;10;6;12;13;13;11;10;13;14;12;12;12;14;12;11;12;7;7;2;2;1;4;3;1;3;3;1;4;2;13;14;4;12;10;13;7;9;1;12;20;1;1;1;1;1;1;1;1;1;1;1;187;84;20;9;1411387;5205;5205;2115;Mediterranean_Hispanic;110;8;04/11/1999;0;0;2389;Club AtlÇtico Tigre;14204871
Luca D'Andrea;AM RC;17;110;-75;Italy;U.S. Sassuolo;7;13;12;10;12;7;8;8;7;8;12;8;7;13;10;11;10;12;10;12;12;14;13;7;13;7;11;11;14;14;11;5;9;13;13;8;12;5;13;5;12;2;3;3;1;1;2;2;2;1;2;1;12;14;5;13;12;14;12;13;1;1;1;1;1;1;1;1;1;15;11;20;20;13;172;0;20;8;16799999;5498;5498;2498;Mediterranean_Hispanic;104;4;06/09/2004;0;0;4710;;2000024665
Luca Gemello;GK;22;110;140;Italy;Torino;5;5;5;5;10;7;8;8;8;5;12;5;5;8;10;10;11;10;11;10;11;14;8;11;11;10;10;10;12;12;11;15;12;11;12;12;12;8;13;10;1;15;13;12;9;12;12;12;12;10;10;11;10;13;7;14;12;13;14;12;20;1;1;1;1;1;1;1;1;1;1;1;1;1;190;80;8;20;2289999;5500;5000;2750;Mediterranean_Hispanic;110;1;03/07/2000;0;0;4676;;43323045
Franck KanoutÇ;DM/M C;23;110;144;Senegal;KSV Cercle Brugge;7;10;11;8;12;8;14;10;5;12;11;10;13;12;13;12;12;12;13;12;12;12;10;12;14;13;14;13;13;12;13;13;14;13;13;13;13;6;12;9;12;1;1;1;1;1;1;2;3;1;3;2;12;14;10;11;12;14;13;12;1;1;1;1;1;5;20;1;18;10;1;1;1;1;186;78;5;20;1486567;5496;5496;2746;African_Caribbean;114;14;13/12/1998;2;0;5499;FC Sochaux-MontbÇliard;43318530
Niccolï Pierozzi;D/WB/M RL;20;110;138;Italy;ACF Fiorentina;7;12;10;9;11;5;4;7;6;11;11;7;12;11;12;12;12;10;9;9;11;14;7;7;13;11;10;10;13;12;11;9;13;13;11;11;11;15;12;7;17;1;4;1;4;2;2;2;3;2;1;3;10;14;4;13;13;15;13;13;1;13;1;18;15;18;1;18;1;20;15;1;15;1;184;0;20;11;2819999;5500;5500;1000;Mediterranean_Hispanic;96;2;12/09/2001;0;0;4483;Reggina 1914;43392081
Guy Mbenza;S;22;110;135;Congo;Al-Tai Football Club;11;11;11;12;10;9;11;9;9;6;10;12;5;11;14;12;14;12;10;7;13;8;12;8;12;6;10;11;14;12;12;11;13;14;10;13;9;6;19;11;15;3;2;3;2;3;3;2;2;1;1;3;13;14;4;8;11;12;11;12;1;1;1;1;1;1;1;1;1;1;1;1;1;20;182;0;9;20;3764369;5500;5500;500;African_Caribbean;105;16;01/04/2000;16;4;5499;;13191099
Peer Koopmeiners;DM/M C;22;110;-75;Holland;AZ Alkmaar;4;5;6;5;12;8;9;10;4;11;12;10;13;12;12;15;11;12;14;12;14;15;6;14;14;13;15;13;9;11;12;9;12;9;13;11;13;4;12;5;8;2;2;1;3;3;2;3;2;3;2;3;7;13;8;10;13;16;11;13;1;1;15;1;1;1;20;1;18;1;1;1;1;1;183;67;10;20;25050001;5398;5398;4256;Northern_European;109;0;04/05/2000;0;0;1567;;37064597
Riccardo Ciervo;AM RL;20;110;-75;Italy;U.S. Sassuolo;9;12;13;7;12;5;7;8;2;5;9;10;4;13;11;10;8;10;9;10;10;11;13;5;11;4;11;11;14;13;11;10;13;15;13;11;9;5;11;6;13;1;1;3;1;1;3;3;2;2;1;4;8;9;5;11;9;11;9;16;1;1;1;1;1;1;1;15;1;15;20;1;18;1;190;88;12;20;14206501;5497;5197;2751;Mediterranean_Hispanic;106;2;01/04/2002;0;0;4710;Frosinone;43424868
DorgÇles NÇnÇ;AM/S RL;19;110;-8;Mali;Fussballclub RB Salzburg;8;7;12;9;9;11;7;11;11;10;8;7;4;11;9;8;12;11;12;12;9;12;8;4;13;6;11;8;17;12;9;8;17;15;12;12;14;7;5;13;14;2;2;2;3;1;3;2;2;2;2;2;7;8;7;10;11;11;11;20;1;1;1;1;1;1;1;1;1;1;17;13;18;20;174;0;7;20;14765000;4995;4995;3595;African_Caribbean;91;15;23/12/2002;3;0;2160;KVC Westerlo;12088462
Bradley Barcola;AM/S RL;19;110;-8;France,Togo;Olympique Lyonnais;7;9;12;12;13;7;10;8;4;4;11;8;4;12;10;12;10;11;10;11;9;13;12;6;14;6;13;14;15;13;7;11;14;15;10;7;13;12;13;7;12;1;2;1;2;1;1;4;2;3;3;2;11;10;8;9;13;11;13;19;1;1;1;1;1;1;1;1;1;1;20;1;16;19;182;63;8;20;30465067;5896;5496;1700;African_Caribbean;102;13;02/09/2002;0;0;7019;;49056282
James Hill;D LC;20;110;140;England;AFC Bournemouth;8;6;6;7;9;7;14;8;17;10;8;6;12;10;4;10;12;10;11;7;11;14;5;13;11;12;13;12;12;12;10;14;14;12;14;13;12;4;11;5;11;2;1;1;2;2;2;3;1;3;2;1;12;13;4;12;13;15;15;12;1;17;20;1;14;1;1;1;1;1;1;1;1;1;184;0;20;12;14522165;5500;5500;2758;Mixed_Race;107;11;10/01/2002;0;0;9279;;29217706
Hugo Vallejo;M/AM/S RL;22;110;143;Spain;Valladolid;10;12;13;12;12;13;7;10;9;6;11;10;6;12;6;10;8;11;11;10;14;12;12;4;11;4;11;12;11;10;9;9;12;11;11;9;12;10;4;13;14;1;3;4;3;3;4;1;4;2;1;1;20;15;7;8;13;12;10;10;1;1;1;1;1;1;1;16;1;15;20;10;16;17;185;80;10;20;3519999;5650;5650;2750;Mediterranean_Hispanic;94;3;15/02/2000;0;0;2523;Ponferrada;67260353
µlvaro N£§ez;D/WB R;22;110;135;Spain,Pays Basque;Barcelona;6;11;9;7;12;6;8;8;11;12;11;8;13;12;14;12;14;9;9;11;11;15;11;9;12;11;14;13;14;13;11;6;15;14;13;11;12;12;12;6;12;3;2;1;2;3;1;2;2;2;1;1;20;13;2;11;10;11;12;10;1;1;1;20;1;18;1;1;1;12;1;1;10;1;174;60;8;20;59572;5500;5500;3000;Mediterranean_Hispanic;106;4;07/07/2000;0;0;3989;;67276231
Marko Stameni?;DM/M C;20;110;-75;New Zealand,Serbia,Samoa;Football Club Kõbenhavn;8;8;12;9;13;10;10;8;4;11;13;10;11;14;12;12;13;12;11;11;11;14;13;8;12;11;13;14;11;12;14;15;13;11;13;10;10;13;9;7;15;2;2;1;2;1;3;4;2;3;1;3;16;15;5;13;13;14;12;12;1;1;12;1;1;1;17;1;20;1;1;12;1;1;188;78;11;20;9098744;5496;5496;2246;Northern_European;110;7;19/02/2002;11;0;1344;;88026183
Pedro Braz∆o;AM RLC;19;110;-8;Portugal;Futebol Clube de Famalic∆o;12;12;14;8;14;12;7;8;4;5;12;9;5;16;10;9;8;13;11;12;10;11;16;5;10;7;11;10;13;15;12;6;13;13;12;7;9;7;8;5;12;1;1;2;3;3;2;3;1;1;3;4;11;10;7;10;12;14;10;17;1;1;1;1;1;1;1;1;13;1;18;20;19;1;177;64;20;10;36450000;5497;5497;3547;African_Caribbean;104;14;30/12/2002;0;0;2350;;83261936
Dion Lopy;DM/M C;20;110;140;Senegal;Stade de Reims;12;14;12;9;13;7;11;9;9;10;14;12;10;15;9;9;12;11;13;12;12;4;12;12;13;13;10;12;10;9;12;10;13;10;13;14;12;6;11;11;7;3;3;1;3;1;3;1;2;1;2;3;19;11;7;10;10;11;10;17;1;1;1;1;1;1;17;1;20;1;1;1;1;1;186;0;10;20;3305599;5498;5498;2498;African_Caribbean;109;17;02/02/2002;1;0;3288;;12079003
Tom†s Tavares;D RL;21;110;135;Portugal,Cape Verde Islands;SL Benfica;7;8;12;7;13;9;10;5;10;8;12;6;13;14;6;12;7;13;9;11;13;10;12;8;10;9;15;11;11;14;13;14;15;12;15;7;12;5;5;8;14;1;2;3;4;1;4;3;2;1;2;1;14;13;4;14;6;14;14;15;1;15;7;20;1;14;1;1;1;10;1;1;1;1;184;70;14;20;804999;5500;5500;2600;African_Caribbean;108;13;07/03/2001;0;0;4750;;83228370
Calvin Ramsay;D/WB R;18;110;-8;Scotland;Liverpool;13;14;14;8;12;14;7;7;11;9;14;5;8;15;10;12;6;11;9;14;7;16;14;11;12;8;13;12;14;13;12;10;11;14;10;9;14;10;17;12;14;2;2;1;2;2;2;1;1;4;1;2;8;18;3;12;12;15;10;14;1;1;1;20;1;17;12;1;12;1;1;1;1;1;175;0;15;20;49180496;5500;5500;3500;Northern_European;99;1;31/07/2003;0;0;17399;;61098180
Tom†s Esteves;D/WB R;20;110;-8;Portugal;FC Porto;7;11;12;8;12;6;7;10;9;10;12;12;11;12;9;11;9;12;11;10;10;14;13;8;14;11;13;13;14;14;11;12;12;14;14;9;9;7;10;7;12;3;2;2;1;2;2;1;1;2;3;2;8;10;7;15;8;12;12;10;1;1;1;20;1;16;10;1;1;12;1;1;8;1;180;72;7;20;26999999;5500;5500;3255;Mediterranean_Hispanic;106;4;03/04/2002;0;0;4521;Pisa;83228786
µlvaro Bastida;DM/M C;18;110;-75;Spain;C†diz;8;11;11;11;14;7;11;9;10;10;16;9;11;14;12;15;11;11;12;17;14;10;5;14;14;13;16;13;8;10;7;5;13;9;10;8;12;9;14;6;15;1;1;3;4;2;1;1;3;3;1;1;19;10;2;12;15;11;10;15;1;1;7;1;1;1;20;1;18;1;1;12;1;1;170;70;9;20;20000000;5000;4905;3703;Mediterranean_Hispanic;109;2;12/05/2004;0;0;1294;;2000106153
Emrecan Uzunhan;D C;21;110;140;Turkey;Be?ikta? A.?.;4;5;12;6;12;7;12;7;9;13;12;4;13;12;11;12;13;13;12;10;12;14;9;9;8;12;13;12;12;12;10;13;14;12;12;11;12;10;10;7;12;4;2;1;2;3;4;3;3;2;1;3;7;9;4;11;9;11;10;18;1;1;20;1;1;1;1;1;1;1;1;1;1;1;188;80;20;10;3594123;5700;5700;3700;Mediterranean_Hispanic;110;2;26/02/2001;0;0;2764;;70131673
Jay Matete;DM/M C;21;110;138;England,Democratic Republic of Congo;Sunderland;5;7;12;8;11;5;7;7;3;12;13;8;13;13;14;11;13;10;13;11;11;10;12;9;10;12;13;13;12;14;12;8;15;11;15;12;15;12;12;12;12;2;2;1;2;3;3;2;3;3;3;1;16;11;6;10;13;10;10;17;1;1;1;1;1;1;18;1;20;1;1;14;1;1;173;0;11;20;6207878;5599;5499;2249;African_Caribbean;108;255;11/02/2001;0;0;4060;;29217703
Rico Lewis;D RL;17;110;-8;England;Manchester City;4;8;12;7;11;5;11;4;9;9;12;11;11;12;15;11;13;11;12;11;11;15;12;12;11;14;12;14;14;16;11;3;13;13;14;12;11;10;17;13;16;4;3;2;2;3;3;2;1;3;1;1;10;8;6;14;9;16;12;15;1;16;1;20;1;15;15;1;14;1;1;1;1;1;169;0;8;20;39437190;5494;5494;4007;African_Caribbean;111;16;21/11/2004;0;0;3480;;2000098727
Aziz Ouattara;D/DM C;21;110;145;Ivory Coast;K Racing Club Genk;5;11;8;8;11;6;14;8;9;11;11;8;12;11;13;11;13;11;11;11;11;13;8;8;12;11;12;11;12;10;12;15;14;13;12;12;12;12;2;6;14;4;3;1;3;2;2;1;3;3;3;1;14;13;5;8;12;12;10;8;1;1;17;14;1;12;20;1;15;1;1;1;1;1;190;78;8;20;8349999;5489;3954;5243;African_Caribbean;96;15;04/01/2001;0;0;4155;;12090188
Danil Prutsev;DM/M C;22;110;138;Russia;Spartak Moscow;11;11;11;7;12;11;6;7;7;9;13;4;12;13;10;12;10;12;13;12;13;4;12;4;10;10;13;12;13;14;12;7;13;13;15;6;12;6;13;10;16;3;1;1;1;3;3;3;1;3;1;2;19;9;4;13;11;10;11;13;1;1;1;1;1;1;19;1;20;1;1;12;1;1;174;62;9;20;4896513;5250;5250;2864;Northern_European;107;1;25/03/2000;0;0;14927;;58140557
Fabio Blanco;M/AM R;18;110;-8;Spain;Barcelona;10;11;14;11;13;10;9;9;8;7;10;9;8;14;8;10;12;11;7;11;11;14;14;8;12;8;9;9;14;13;11;9;14;13;11;9;12;10;12;13;12;3;2;1;3;1;1;3;3;3;4;3;8;14;8;6;14;14;12;14;1;1;1;8;1;12;1;12;1;18;14;10;20;12;179;71;12;20;43500001;5500;5500;2750;Mediterranean_Hispanic;108;2;18/02/2004;0;0;3989;;2000034357
Dimitrije Kamenovi?;D LC;22;110;139;Serbia;S.S. Lazio;9;12;9;4;9;6;13;9;10;12;10;8;11;9;12;12;13;9;11;10;9;13;5;13;10;11;11;15;12;11;15;15;12;12;12;16;13;8;12;9;11;2;1;1;3;3;1;2;1;1;1;1;12;13;8;12;13;13;13;12;1;19;20;1;15;1;1;1;1;1;1;1;1;1;188;83;20;8;85732;5500;5750;4250;Northern_European;108;4;16/07/2000;0;0;17307;;62200457
Tommy Conway;S;19;110;135;Scotland,England;Bristol City;10;7;12;13;13;11;12;7;6;6;10;9;7;12;9;11;9;10;9;11;10;11;6;14;13;12;12;14;14;14;12;13;10;12;14;11;10;7;10;4;7;1;2;1;4;1;2;1;3;3;1;2;5;11;3;6;6;9;7;6;1;1;1;1;1;1;1;1;1;1;1;1;1;20;183;0;6;20;7711131;5500;5450;2258;Northern_European;109;1;06/08/2002;0;0;1740;;29226253
Nicolas Vouilloz;D C;21;110;138;Switzerland,Spain;Servette FC;4;6;7;4;9;5;13;6;8;13;10;7;14;9;12;12;13;12;14;7;13;13;6;9;6;12;12;12;10;12;12;12;13;11;13;13;13;11;13;6;8;3;2;1;3;2;3;3;2;2;2;1;14;11;2;13;11;11;14;12;1;5;20;8;1;1;1;1;1;1;1;1;1;1;184;80;10;20;2402757;5500;5500;3351;Northern_European;109;0;11/05/2001;0;0;2718;;98041798
Christopher Lungoyi;AM/S RLC;22;110;135;Switzerland,Democratic Republic of Congo;Juventus;10;10;15;10;13;9;7;9;5;5;11;12;5;13;10;10;8;11;10;9;8;15;15;8;12;5;10;11;15;14;8;8;12;14;11;8;9;7;8;10;12;3;2;3;2;2;3;2;3;3;2;3;20;13;5;5;11;8;11;17;1;1;1;1;1;1;1;13;1;1;18;15;15;20;182;74;20;7;71972;5500;5500;2750;African_Caribbean;92;16;04/07/2000;0;0;5476;Ascoli Calcio 1898;98041794
Alex Mighten;AM RL;20;110;135;United States,England;Nottingham Forest;6;12;13;11;12;5;9;7;3;4;11;9;5;13;5;12;10;9;8;12;9;14;16;6;13;9;9;12;13;14;11;8;11;15;10;9;12;5;11;5;10;2;3;1;3;2;1;3;2;2;2;2;9;12;6;11;12;11;11;10;1;1;1;1;1;1;1;12;1;12;19;14;20;15;178;0;9;20;9613395;5499;5749;3019;African_Caribbean;101;16;11/04/2002;0;0;5800;Sheffield Wednesday;29219153
Arouna SangantÇ;D C;20;110;-75;Senegal,France;Havre AC;5;8;6;6;10;6;12;7;8;13;11;6;12;8;12;14;13;13;12;7;10;9;6;8;9;14;12;12;13;12;13;14;14;13;13;11;12;5;10;4;12;2;1;3;2;2;2;1;1;2;1;2;10;12;4;14;13;15;12;10;1;1;20;10;1;1;1;1;1;1;1;1;1;1;189;76;7;20;5576250;5650;5500;2264;African_Caribbean;110;17;12/04/2002;0;0;4590;;49062287
Gabriel Vega;M/AM C;20;110;137;Argentina;Club AtlÇtico Boca Juniors;10;10;13;10;13;10;10;12;3;10;13;8;5;13;5;8;10;9;11;13;15;15;13;7;12;10;13;14;14;12;15;10;15;13;15;9;14;12;6;7;17;3;1;1;1;2;2;2;3;1;1;1;8;12;7;13;13;11;11;12;1;1;1;1;1;1;1;1;19;1;1;20;1;1;186;75;7;20;4660084;4978;4978;2116;Mediterranean_Hispanic;115;5;18/04/2002;0;0;2149;Club Deportivo Godoy Cruz Antonio Tomba;2000096167
Issa SoumarÇ;AM/S RL;21;110;143;Senegal;K Beerschot Voetbalclub Antwerpen;6;12;13;11;13;10;11;10;8;8;11;6;7;12;9;12;7;13;11;11;10;14;10;8;12;12;13;12;14;12;11;11;12;13;11;10;12;8;13;8;12;2;1;3;3;2;1;1;2;2;2;1;12;11;4;12;9;12;11;18;1;1;1;1;1;1;1;14;1;13;20;1;17;16;182;78;7;20;7675000;5497;5497;2497;African_Caribbean;107;17;10/10/2000;0;0;2000;Quevilly Rouen;12078293
Fares Chaãbi;M C;19;110;-8;Algeria,France;Toulouse FC;10;9;11;11;12;10;10;11;5;8;13;10;11;13;11;12;12;12;10;13;12;15;13;8;12;12;12;12;12;13;11;11;14;13;13;12;12;5;13;7;14;3;1;2;2;1;2;2;2;1;3;3;14;13;7;12;12;13;7;12;1;1;1;1;1;1;10;1;20;1;14;14;13;12;183;79;8;20;27424000;5499;5499;2519;North_African__Middle_Eastern;111;8;28/11/2002;0;0;1942;;49060523
Billy Koumetio;D C;19;110;-8;France,Cameroon;Liverpool;5;7;11;7;13;8;13;7;11;12;14;6;13;12;9;12;12;13;10;13;10;14;11;7;8;9;12;10;13;11;11;13;12;13;12;15;11;9;11;7;6;3;3;2;3;1;2;3;1;2;3;1;12;13;8;11;11;11;10;11;1;1;20;1;1;1;1;1;1;1;1;1;1;1;196;0;20;14;56975140;5482;4618;2322;African_Caribbean;110;15;14/11/2002;0;0;2900;Fussballklub Austria Vienna;28127159
